,CHECKOUT_HEADER_ID_C,MARKET_CODE_C,MARKET_DESC_C,MARKET_GROUP_C,MAJOR_MARKET_CODE_C,CHANNEL_CODE_C,RATE_PLAN_C,SPLIT_RATE_PLAN_C,CONS_GUEST_ID_C,ROOM_NUM_C,ROOM_TYPE_CODE_C,ROOM_TYPE_DESCRIPTION_C,WALK_IN_FLG_C,RESERVATION_CONFIRMATION_NUM_C,RESERVATION_CONFIRMATION_PAGE_C,RESERVATION_STATUS_C,CHECK_IN_DATE_C,CHECK_OUT_DATE_C,LENGTH_OF_STAY_C,NUMBER_OF_ROOMS_C,ADULT_NUM_C,CHILDREN_NUM_C,POV_CODE_C,QUOTED_RATE_C,PMS_ROOM_REV_C,PMS_ROOM_REV_USD_C,PMS_TOTAL_REV_C,PMS_TOTAL_REV_USD_C,PMS_FOOD_BEVERAGE_REV_C,PMS_FOOD_BEVERAGE_REV_USD_C,PMS_OTHER_REV_C,PMS_OTHER_REV_USD_C,WALK_FLAG_C,NO_SHOW_FLAG_C,DUP_INDEX_C,CONFIRMATION_NUM_R,CONFIRMATION_PAGE_R,RESERVATION_DATE_R,ARRIVAL_FLG_R,ARRIVAL_DATE_R,DEPARTURE_DATE_R,DIRECT_NIGHTS_NUM_R,RESERVATION_STATUS_R,ENTRY_TIME_R,ENTRY_HOTEL_CODE_R,LAST_CHANGE_DATE_R,ROOM_TYPE_CODE_R,ROOM_TYPE_DESCRIPTION_R,MAJOR_MARKET_CODE_R,PMS_RATE_CATEGORY_CODE_R,NUM_ROOMS_R,ADULT_NUM_R,CHILDREN_NUM_R,NT_RATE_R,STATE_R,COUNTRY_CODE_R,ETA_R,FLIGHTT_INFO_R,LENGTH_OF_STAY_R,LENGTH_OF_STAY_CATEGORY_R,CALCULATED_NIGHTS_NUM_R,ROOM_NIGHTS_R,STATUS_CALCULATION_R,GROUPS_VS_FIT_R,GUEST_COUNTRY_R,GOLDPASSPORT_FLG_R,MEMBER_STATUS_R,PACE_CATEGORY_R,PACE_R,OFFER_FLG_R,PAST_VS_FUTURE_R,REVENUE_R,REVENUE_USD_R,CHANNEL_CODE_R,e_delivereddate_I,e_delivereddate_adj_I,e_status_I,e_hy_gss_tier_I,e_hy_gss_conf_num_I,e_hy_gss_conf_page_I,e_hy_feedback_type_I,e_hy_gss_rate_plan_code_I,e_country_I,e_hy_gss_check_in_by_I,e_hy_gss_check_out_by_I,e_hy_gss_marketing_emails_ok_yn_I,e_hy_gss_promo_emails_ok_yn_I,e_hy_gss_club_access_yn_I,e_hy_gss_gender_I,e_hy_gss_title_text_I,e_hy_gss_language_I,e_hy_gss_room_floor_I,e_hy_gss_check_in_time_text_I,e_hy_gss_check_out_time_text_I,e_hy_gss_check_in_time_I,e_hy_gss_check_out_time_I,e_checkin_I,e_checkout_I,a_last_seen_page_name_I,a_last_submitted_page_name_I,Survey_ID_H,Response_Date_H,Guest_Checkin_Date_H,Guest_Checkout_Date_H,Length_Stay_H,Guest_State_H,Guest_Country_H,Gender_H,Age_Range_H,POV_H,Language_H,DOE_H,Booking_Location_H,Num_Adults_H,Num_Kids_H,Num_Rooms_H,Conf_Num_Orig_H,Conf_Num_H,Conf_Page_H,Rate_Plan_H,Gross_Rev_H,Net_Rev_H,Room_Rev_H,CC_Type_H,Currency_H,Clublounge_Used_H,Spa_Used_H,GDS_Source_H,Checkin_Length_H,Room_Num_H,Room_Type_H,GP_Tier_H,Status_H,Feedback_Type_H,Mobile_First_H,Mobile_H,Likelihood_Recommend_H,Overall_Sat_H,Guest_Room_H,Tranquility_H,Condition_Hotel_H,Customer_SVC_H,Staff_Cared_H,Internet_Sat_H,Check_In_H,F.B_FREQ_H,F.B_Overall_Experience_H,Internet_Dissat_Lobby_H,Internet_Dissat_Slow_H,Internet_Dissat_Expensive_H,Internet_Dissat_Connectivity_H,Internet_Dissat_Billing_H,Internet_Dissat_Wired_H,Internet_Dissat_Other_H,TV_Internet_General_H,Room_Dissat_Internet_H,eff_date_CC,avail_room_cnt_CC,occ_room_cnt_CC,average_daily_rate_CC,Spirit_PL,Property_ID_PL,Hotel.Name.Long_PL,Hotel.Name.Short_PL,Award.Category_PL,Status_PL,City_PL,State_PL,US.Region_PL,Postal.Code_PL,Country_PL,Ops.Region_PL,Sub.Continent_PL,Property.DMA_PL,Property.Latitude_PL,Property.Longitude_PL,Currency_PL,Dom.Int.l_PL,Guest.NPS.Goal_PL,STR.Number_PL,STR.Market_PL,Brand_PL,Brand.Initial_PL,Club.Type_PL,Hotel.Inventory_PL,Floors_PL,Total.Meeting.Space_PL,Union_PL,G.Region_PL,D.Region_PL,Region_PL,Category_PL,Scope.of.Service_PL,Type_PL,Class_PL,Location_PL,Bucket_PL,Relationship_PL,All.Suites_PL,Bell.Staff_PL,Boutique_PL,Business.Center_PL,Casino_PL,Conference_PL,Convention_PL,Dry.Cleaning_PL,Elevators_PL,Fitness.Center_PL,Fitness.Trainer_PL,Golf_PL,Indoor.Corridors_PL,Laundry_PL,Limo.Service_PL,Mini.Bar_PL,Pool.Indoor_PL,Pool.Outdoor_PL,Regency.Grand.Club_PL,Resort_PL,Restaurant_PL,Self.Parking_PL,Shuttle.Service_PL,Ski_PL,Spa_PL,Spa.services.in.fitness.center_PL,Spa.online.booking_PL,Spa.F.B.offering_PL,Valet.Parking_PL,GP_Tier,Sub_Channel_Category,Channel_Category,Booking_Channel,NPS_Type,Stay_Sequence,Stay_Sequence_Brand,Completed_Survey_Sequence,Days_Since_Last_Stay,Days_Until_Next_Stay
68,59947460,RACK,RACK,RACK,TRANSIENT,DIR-SHARM,HTL4B  ,HTL4B,203408050,9501,RGSK,Regency Suite King,N,34639728,1,CHECKED OUT,02/22/2014,03/02/2014,8,1,2,1,BUSINESS,490.5,10738.24,1535.79,16305.47,2332.03,5477.87,783.38,89.26,12.77,,,1,34639728,1,01/07/2014 0:00,1,02/22/2014,03/02/2014,8,CONFRM,3:55:02,SHARM,01/07/2014 0:00,RGSK,REGENCY STE KING,TRANSIENT,RACK,1,2,NA,490.5,FL,UNITED STATES,0:00,,8,11-May,8,8,Confirmed,FIT,UNITED STATES,GP No,,31-60 Days,46,N,Future,3924,3924,DIR-SHARM,03/04/2014 14:43,03/04/2014 23:43,COMPLETED,,34639728,1,GSS,HTL4B,France,ARAMADAN,ARAMADAN,,,N,,,,NA,,,,,02/22/2014,03/02/2014,Page 27: demographics,Page 27: demographics,22027611,03/04/2014 15:06,02/22/2014,03/02/2014,8,,France,Female,36-45,Leisure,English,01/07/2014,,2,1,1,3463972801,34639728,1,HTL4B,21144.35,0,12279.86,,EGP,Yes,No,,46,9501,RGSK,,COMPLETED,GSS,No,No,9,9,9,9,7,9,9,6,9,3,8.666666667,No,No,Yes,No,No,No,No,,,02/22/2014,432,217,90.9,SHARM,3275,Hyatt Regency Sharm El Sheikh,HR Sharm El Sheikh,2,Open,Sharm El Sheikh,,,NA,Egypt,EAME,Northern Africa,,27.978611,34.393333,EGP,International,72,134572,Red Sea Resorts,Hyatt Regency,HR,Regency Club,423,7,11572,No,Jordan/Egypt,EAME & SW Asia,Middle East & Africa,Full Service,FS,Resort,Upper Upscale Class,Resort,0,Managed,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,,N,N,N,,Direct,Hotel,Hotel,Promoter,NA,NA,NA,NA,NA
69,59947379,HOTL,HOTE,OTHER,TRANSIENT,DIR-SHARM,PLCBB  ,PLCBB,38796918,6002,RGSK,Regency Suite King,N,34531397,1,CHECKED OUT,02/05/2014,02/15/2014,10,1,2,1,BUSINESS,31.05,4400.6,630.04,9612.89,1376.35,4749.17,679.92,463.1,66.34,,,1,34531397,1,01/05/2014 0:00,1,02/05/2014,02/15/2014,10,CONFRM,5:00:14,SHARM,01/05/2014 0:00,KING,SEA VIEW KING   ,TRANSIENT,HTL1,1,2,1,31.05,,EGYPT,0:00,,10,11-May,10,10,Confirmed,FIT,EGYPT,GP No,,31-60 Days,31,N,Future,310.5,310.5,DIR-SHARM,02/19/2014 9:37,02/19/2014 17:37,DELIVERY_BOUNCED,GOLD,34531397,1,GSS,PLCBB,United Kingdom,BESSAM,SNAEEM,,,N,,,,NA,,,,,02/05/2014,02/15/2014,,,NA,,,,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,,,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,02/05/2014,432,163,91.78,SHARM,3275,Hyatt Regency Sharm El Sheikh,HR Sharm El Sheikh,2,Open,Sharm El Sheikh,,,NA,Egypt,EAME,Northern Africa,,27.978611,34.393333,EGP,International,72,134572,Red Sea Resorts,Hyatt Regency,HR,Regency Club,423,7,11572,No,Jordan/Egypt,EAME & SW Asia,Middle East & Africa,Full Service,FS,Resort,Upper Upscale Class,Resort,0,Managed,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,,N,N,N,GOLD,Direct,Hotel,Hotel,,2,2,NA,696,NA
70,59947407,HOTL,HOTE,OTHER,TRANSIENT,DIR-SHARM,HTL4H  ,HTL4H,203382792,2305,KING,Sea View King,N,34561071,1,CHECKED OUT,02/19/2014,03/01/2014,10,1,2,NA,BUSINESS,31.05,5733,820.19,13967.65,1998.52,7927.17,1134.28,307.38,43.99,,,1,34561071,1,01/06/2014 0:00,1,02/19/2014,03/01/2014,10,CONFRM,2:48:19,SHARM,01/06/2014 0:00,KING,SEA VIEW KING   ,TRANSIENT,HTL1,1,2,NA,31.05,FL,UNITED STATES,0:00,,10,11-May,10,10,Confirmed,FIT,UNITED STATES,GP No,,31-60 Days,44,N,Future,310.5,310.5,DIR-SHARM,03/03/2014 14:42,03/03/2014 22:42,COMPLETED,,34561071,1,SGSS,HTL4H,United Kingdom,MABDELKHALIK,SNAEEM,,,N,,,,NA,,,,,02/19/2014,03/01/2014,Q12a: Primary Factor for Choice of Hotel - Price (q_hy_sgss_hotel_decision_pric),Q12a: Primary Factor for Choice of Hotel - Price (q_hy_sgss_hotel_decision_pric),21963565,03/04/2014 4:24,02/19/2014,03/01/2014,10,,United Kingdom,Female,46-55,Leisure,English,01/06/2014,,2,NA,1,3456107101,34561071,1,HTL4H,18347.83,0,6494.52,,EGP,,,,44,2305,KING,,COMPLETED,SGSS,No,No,8,8,5,NA,7,10,NA,NA,NA,NA,NA,,,,,,,,,,02/19/2014,432,207,118.3,SHARM,3275,Hyatt Regency Sharm El Sheikh,HR Sharm El Sheikh,2,Open,Sharm El Sheikh,,,NA,Egypt,EAME,Northern Africa,,27.978611,34.393333,EGP,International,72,134572,Red Sea Resorts,Hyatt Regency,HR,Regency Club,423,7,11572,No,Jordan/Egypt,EAME & SW Asia,Middle East & Africa,Full Service,FS,Resort,Upper Upscale Class,Resort,0,Managed,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,,N,N,N,,Direct,Hotel,Hotel,Passive,NA,NA,NA,NA,NA
71,59947443,PKGS,NON ,RACK,TRANSIENT,DIR-SHARM,UKM3H  ,UKM3H,203221983,6015,1VWT,Seafront View Twin,N,34597079,1,CHECKED OUT,02/15/2014,02/22/2014,7,1,1,1,BUSINESS,0,3000.41,429.6,4697.17,672.38,871.73,124.75,825,117.97,,,1,34597079,1,01/06/2014 0:00,1,02/15/2014,02/22/2014,7,CONFRM,14:12:22,SHARM,01/06/2014 0:00,KING,SEA VIEW KING   ,TRANSIENT,PKG1,1,2,NA,0,,UNITED KINGDOM,0:00,,7,11-May,7,7,Confirmed,FIT,UNITED KINGDOM,GP No,,31-60 Days,40,N,Future,945,945,DIR-SHARM,02/24/2014 14:42,02/24/2014 22:42,COMPLETED,,34597079,3,GSS,UKM3H,United Kingdom,MABDELKHALIK,MABDELKHALIK,,,N,,,,NA,,,,,02/15/2014,02/22/2014,Page 27: demographics,Page 27: demographics,21677934,02/27/2014 9:32,02/15/2014,02/22/2014,7,,United Kingdom,Male,66-75,Leisure,English,01/06/2014,,1,NA,1,3459707903,34597079,3,UKM3H,4643.15,0,2324.24,,EGP,No,No,,40,6008,RCEX,,COMPLETED,GSS,No,No,10,10,9,10,9,10,10,8,10,1,9,,,,,,,,,,02/15/2014,432,159,100.69,SHARM,3275,Hyatt Regency Sharm El Sheikh,HR Sharm El Sheikh,2,Open,Sharm El Sheikh,,,NA,Egypt,EAME,Northern Africa,,27.978611,34.393333,EGP,International,72,134572,Red Sea Resorts,Hyatt Regency,HR,Regency Club,423,7,11572,No,Jordan/Egypt,EAME & SW Asia,Middle East & Africa,Full Service,FS,Resort,Upper Upscale Class,Resort,0,Managed,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,,N,N,N,,Direct,Hotel,Hotel,Promoter,NA,NA,NA,NA,NA
72,59947450,PKGS,NON ,RACK,TRANSIENT,H00BC,NREDSEAE1,NREDSEA,NA,5407,TWIN,Sea View Twin,N,34635262,1,CHECKED OUT,02/16/2014,02/23/2014,7,1,3,NA,BUSINESS,0,3951.06,565.69,4872.85,697.71,597.23,85.48,324.5,46.49,,,1,34635262,1,01/07/2014 0:00,1,02/16/2014,02/23/2014,7,CONFRM,1:05:27,SHARM,01/07/2014 0:00,KING,SEA VIEW KING   ,TRANSIENT,PKG1,1,2,1,0,IL,UNITED STATES,18:00,,7,11-May,7,7,Confirmed,FIT,UNITED STATES,GP No,,31-60 Days,40,N,Future,945,945,H00BC,02/25/2014 15:08,02/25/2014 23:08,DELIVERY_BOUNCED,,34635262,2,GSS,NREDSE,United Kingdom,REDA,MABDELKHALIK,,,N,,,,NA,,,,,02/16/2014,02/23/2014,,,NA,,,,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,,,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,02/16/2014,432,179,106.33,SHARM,3275,Hyatt Regency Sharm El Sheikh,HR Sharm El Sheikh,2,Open,Sharm El Sheikh,,,NA,Egypt,EAME,Northern Africa,,27.978611,34.393333,EGP,International,72,134572,Red Sea Resorts,Hyatt Regency,HR,Regency Club,423,7,11572,No,Jordan/Egypt,EAME & SW Asia,Middle East & Africa,Full Service,FS,Resort,Upper Upscale Class,Resort,0,Managed,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,,N,N,N,,Internet,Electronic Distribution,Internet,,NA,NA,NA,NA,NA
73,59947453,PKGS,NON ,RACK,TRANSIENT,H00BC,NBOKEHB  ,NBOKEHB,202800830,8710,KING,Sea View King,N,34636471,1,CHECKED OUT,02/06/2014,02/09/2014,3,1,2,NA,BUSINESS,0,2181.57,312.52,4713.22,675.65,2020.29,289.85,511.36,73.26,,,1,34636471,1,01/07/2014 0:00,1,02/06/2014,02/09/2014,3,CONFRM,1:51:45,SHARM,01/10/2014 0:00,KING,SEA VIEW KING   ,TRANSIENT,PKG1,1,2,1,0,IL,UNITED STATES,18:00,,3,0-4,3,3,Confirmed,FIT,UNITED STATES,GP No,,22-30 Days,30,N,Future,405,405,H00BC,02/11/2014 14:55,02/11/2014 22:55,DELIVERED_NO_REMINDER,,34636471,1,SGSS,NBOKEH,United Kingdom,ARAMADAN,MABDELKHALIK,,,N,,,,NA,,,,,02/06/2014,02/09/2014,,,NA,,,,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,,,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,02/06/2014,432,185,104.6,SHARM,3275,Hyatt Regency Sharm El Sheikh,HR Sharm El Sheikh,2,Open,Sharm El Sheikh,,,NA,Egypt,EAME,Northern Africa,,27.978611,34.393333,EGP,International,72,134572,Red Sea Resorts,Hyatt Regency,HR,Regency Club,423,7,11572,No,Jordan/Egypt,EAME & SW Asia,Middle East & Africa,Full Service,FS,Resort,Upper Upscale Class,Resort,0,Managed,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,,N,N,N,,Internet,Electronic Distribution,Internet,,NA,NA,NA,NA,NA
74,59947455,PKGS,NON ,RACK,TRANSIENT,H00BC,NBOKEHB  ,NBOKEHB,203464033,5404,KING,Sea View King,N,34637111,1,CHECKED OUT,02/24/2014,03/03/2014,7,1,2,NA,BUSINESS,0,4545.13,649.89,10292.9,1472.16,5747.75,822.24,0,0,,,1,34637111,1,01/07/2014 0:00,1,02/24/2014,03/03/2014,7,CONFRM,2:15:36,SHARM,01/07/2014 0:00,KING,SEA VIEW KING   ,TRANSIENT,PKG1,1,2,1,0,IL,UNITED STATES,0:00,,7,11-May,7,7,Confirmed,FIT,UNITED STATES,GP No,,31-60 Days,48,N,Future,945,945,H00BC,03/05/2014 14:54,03/05/2014 22:54,DELIVERY_BOUNCED,,34637111,1,GSS,NBOKEH,United Kingdom,ARAMADAN,ARAMADAN,,,N,,,,NA,,,,,02/24/2014,03/03/2014,,,NA,,,,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,,,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,02/24/2014,432,176,95.26,SHARM,3275,Hyatt Regency Sharm El Sheikh,HR Sharm El Sheikh,2,Open,Sharm El Sheikh,,,NA,Egypt,EAME,Northern Africa,,27.978611,34.393333,EGP,International,72,134572,Red Sea Resorts,Hyatt Regency,HR,Regency Club,423,7,11572,No,Jordan/Egypt,EAME & SW Asia,Middle East & Africa,Full Service,FS,Resort,Upper Upscale Class,Resort,0,Managed,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,,N,N,N,,Internet,Electronic Distribution,Internet,,NA,NA,NA,NA,NA
75,59947466,HOTL,HOTE,OTHER,TRANSIENT,DIR-SHARM,UKHB  ,UKHB,203097017,7305,CLBK,Regency Club King,N,34642914,1,CHECKED OUT,02/07/2014,02/16/2014,9,1,2,NA,BUSINESS,31.05,3997.17,572.24,12779.53,1829.7,7475.53,1070.18,1306.81,187.22,,,1,34642914,1,01/07/2014 0:00,1,02/07/2014,02/16/2014,9,CONFRM,6:43:25,SHARM,01/07/2014 0:00,KING,SEA VIEW KING   ,TRANSIENT,HTL1,1,2,NA,31.05,,EGYPT,0:00,,9,11-May,9,9,Confirmed,FIT,EGYPT,GP No,,31-60 Days,31,N,Future,279.45,279.45,DIR-SHARM,,,,,NA,NA,,,,,,,,,,,,NA,,,,,,,,,NA,,,,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,,,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,02/07/2014,432,182,102.41,SHARM,3275,Hyatt Regency Sharm El Sheikh,HR Sharm El Sheikh,2,Open,Sharm El Sheikh,,,NA,Egypt,EAME,Northern Africa,,27.978611,34.393333,EGP,International,72,134572,Red Sea Resorts,Hyatt Regency,HR,Regency Club,423,7,11572,No,Jordan/Egypt,EAME & SW Asia,Middle East & Africa,Full Service,FS,Resort,Upper Upscale Class,Resort,0,Managed,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,,N,N,N,,Direct,Hotel,Hotel,,NA,NA,NA,NA,NA
76,59947469,WHLS,TOUR,WHOLESALE,TRANSIENT,DIR-SHARM,TSN1PB  ,TSN1PB,70141528,5310,TWIN,Sea View Twin,N,34649217,1,CHECKED OUT,02/23/2014,03/06/2014,11,1,2,NA,BUSINESS,280,4942.7,706.01,8766.97,1251.98,3824.2,545.91,0,0,,,1,34649217,1,01/07/2014 0:00,1,02/23/2014,03/06/2014,11,CONFRM,9:01:34,SHARM,01/07/2014 0:00,KING,SEA VIEW KING   ,TRANSIENT,WHOL,1,2,NA,280.00*,,UNITED KINGDOM,20:30,,11,11-May,11,11,Confirmed,FIT,UNITED KINGDOM,GP No,,31-60 Days,47,N,Future,2750,2750,DIR-SHARM,03/08/2014 14:26,03/08/2014 22:26,EXPIRED,,34649217,1,GSS,TSN1PB,United Kingdom,MABDELKHALIK,ARAMADAN,,,N,,,,NA,,,,,02/23/2014,03/06/2014,,,NA,,,,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,,,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,02/23/2014,432,179,100.95,SHARM,3275,Hyatt Regency Sharm El Sheikh,HR Sharm El Sheikh,2,Open,Sharm El Sheikh,,,NA,Egypt,EAME,Northern Africa,,27.978611,34.393333,EGP,International,72,134572,Red Sea Resorts,Hyatt Regency,HR,Regency Club,423,7,11572,No,Jordan/Egypt,EAME & SW Asia,Middle East & Africa,Full Service,FS,Resort,Upper Upscale Class,Resort,0,Managed,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,,N,N,N,,Direct,Hotel,Hotel,,NA,NA,NA,NA,NA
77,59947477,RACK,RACK,RACK,TRANSIENT,C0028,MGCM  ,MGCM,30695731,7004,CLBK,Regency Club King,N,34679282,1,CHECKED OUT,02/22/2014,03/01/2014,7,1,2,NA,BUSINESS,135,4089.84,584.54,11915.31,1703.58,7809.23,1116.69,16.23,2.31,,,1,34679282,1,01/07/2014 0:00,1,02/22/2014,03/01/2014,7,CONFRM,14:02:55,OMGDS,01/07/2014 0:00,KING,SEA VIEW KING   ,TRANSIENT,LEHY,1,2,NA,135.00*,,UNITED KINGDOM,5:00 PM,XX-96,7,11-May,7,7,Confirmed,FIT,UNITED KINGDOM,GP Yes,Gold,31-60 Days,46,N,Future,810,810,C0028,,,,,NA,NA,,,,,,,,,,,,NA,,,,,,,,,NA,,,,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,,,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,02/22/2014,432,217,90.9,SHARM,3275,Hyatt Regency Sharm El Sheikh,HR Sharm El Sheikh,2,Open,Sharm El Sheikh,,,NA,Egypt,EAME,Northern Africa,,27.978611,34.393333,EGP,International,72,134572,Red Sea Resorts,Hyatt Regency,HR,Regency Club,423,7,11572,No,Jordan/Egypt,EAME & SW Asia,Middle East & Africa,Full Service,FS,Resort,Upper Upscale Class,Resort,0,Managed,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,,N,N,N,Gold,Hyatt.com,Electronic Distribution,Digital Channels,,5,5,NA,448,NA
78,59947483,WHLS,TOUR,WHOLESALE,TRANSIENT,000R7,NREDSEAE1,NREDSEA,202717142,5207,TWIN,Sea View Twin,N,34687689,1,CHECKED OUT,02/02/2014,02/07/2014,5,1,2,1,BUSINESS,118.74,2877.72,410.95,6878.53,982.33,3566.14,509.42,434.65,61.92,,,1,34687689,1,01/07/2014 0:00,1,02/02/2014,02/07/2014,5,CONFRM,15:25:38,OMGDS,01/07/2014 0:00,TWIN,SEA VIEW TWIN   ,TRANSIENT,WHLY,1,3,NA,118.74,IL,UNITED STATES,0,,5,11-May,5,5,Confirmed,FIT,UNITED STATES,GP No,,22-30 Days,26,N,Future,593.7,593.7,000R7,02/09/2014 14:31,02/09/2014 23:31,COMPLETED,,34687689,1,GSS,NREDSE,Switzerland,SNAEEM,ARAMADAN,,,N,,,,NA,,,,,02/02/2014,02/07/2014,Page 27: demographics,Page 27: demographics,21120645,02/11/2014 11:22,02/02/2014,02/07/2014,5,,Switzerland,Male,46-55,Leisure,German,01/07/2014,,2,1,1,3468768901,34687689,1,NREDSE,7666.55,0,2877.74,,EGP,No,No,,26,5207,TWIN,,COMPLETED,GSS,No,No,10,8,7,7,7,9,10,NA,10,NA,NA,Yes,No,No,No,No,Yes,Yes,,,02/02/2014,432,119,93.81,SHARM,3275,Hyatt Regency Sharm El Sheikh,HR Sharm El Sheikh,2,Open,Sharm El Sheikh,,,NA,Egypt,EAME,Northern Africa,,27.978611,34.393333,EGP,International,72,134572,Red Sea Resorts,Hyatt Regency,HR,Regency Club,423,7,11572,No,Jordan/Egypt,EAME & SW Asia,Middle East & Africa,Full Service,FS,Resort,Upper Upscale Class,Resort,0,Managed,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,,N,N,N,,Internet,Electronic Distribution,Internet,Promoter,NA,NA,NA,NA,NA
79,59947486,PKGS,NON ,RACK,TRANSIENT,H00BC,NBOKEHB  ,NBOKEHB,203041367,9811,CLDK,Regency Club Parlor,N,34719307,1,CHECKED OUT,02/07/2014,02/15/2014,8,1,3,1,BUSINESS,0,17678.56,2530.48,28469.36,4074.71,10628.45,1520.99,162.32,23.22,,,1,34719307,1,01/08/2014 0:00,1,02/07/2014,02/15/2014,8,CONFRM,1:23:52,SHARM,01/08/2014 0:00,CLBK,CLUB KING       ,TRANSIENT,PKG1,1,2,1,0,IL,UNITED STATES,0:30,,8,11-May,8,8,Confirmed,FIT,UNITED STATES,GP No,,22-30 Days,30,N,Future,2272.32,2272.32,H00BC,02/19/2014 9:41,02/19/2014 18:41,DELIVERED_NO_REMINDER,,34719307,1,GSS,NBOKEH,Denmark,MABDELKHALIK,BESSAM,,,N,,,,NA,,,,,02/07/2014,02/15/2014,,,NA,,,,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,,,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,02/07/2014,432,182,102.41,SHARM,3275,Hyatt Regency Sharm El Sheikh,HR Sharm El Sheikh,2,Open,Sharm El Sheikh,,,NA,Egypt,EAME,Northern Africa,,27.978611,34.393333,EGP,International,72,134572,Red Sea Resorts,Hyatt Regency,HR,Regency Club,423,7,11572,No,Jordan/Egypt,EAME & SW Asia,Middle East & Africa,Full Service,FS,Resort,Upper Upscale Class,Resort,0,Managed,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,,N,N,N,,Internet,Electronic Distribution,Internet,,NA,NA,NA,NA,NA
