,CHECKOUT_HEADER_ID_C,MARKET_CODE_C,MARKET_DESC_C,MARKET_GROUP_C,MAJOR_MARKET_CODE_C,CHANNEL_CODE_C,RATE_PLAN_C,SPLIT_RATE_PLAN_C,CONS_GUEST_ID_C,ROOM_NUM_C,ROOM_TYPE_CODE_C,ROOM_TYPE_DESCRIPTION_C,WALK_IN_FLG_C,RESERVATION_CONFIRMATION_NUM_C,RESERVATION_CONFIRMATION_PAGE_C,RESERVATION_STATUS_C,CHECK_IN_DATE_C,CHECK_OUT_DATE_C,LENGTH_OF_STAY_C,NUMBER_OF_ROOMS_C,ADULT_NUM_C,CHILDREN_NUM_C,POV_CODE_C,QUOTED_RATE_C,PMS_ROOM_REV_C,PMS_ROOM_REV_USD_C,PMS_TOTAL_REV_C,PMS_TOTAL_REV_USD_C,PMS_FOOD_BEVERAGE_REV_C,PMS_FOOD_BEVERAGE_REV_USD_C,PMS_OTHER_REV_C,PMS_OTHER_REV_USD_C,WALK_FLAG_C,NO_SHOW_FLAG_C,DUP_INDEX_C,CONFIRMATION_NUM_R,CONFIRMATION_PAGE_R,RESERVATION_DATE_R,ARRIVAL_FLG_R,ARRIVAL_DATE_R,DEPARTURE_DATE_R,DIRECT_NIGHTS_NUM_R,RESERVATION_STATUS_R,ENTRY_TIME_R,ENTRY_HOTEL_CODE_R,LAST_CHANGE_DATE_R,ROOM_TYPE_CODE_R,ROOM_TYPE_DESCRIPTION_R,MAJOR_MARKET_CODE_R,PMS_RATE_CATEGORY_CODE_R,NUM_ROOMS_R,ADULT_NUM_R,CHILDREN_NUM_R,NT_RATE_R,STATE_R,COUNTRY_CODE_R,ETA_R,FLIGHTT_INFO_R,LENGTH_OF_STAY_R,LENGTH_OF_STAY_CATEGORY_R,CALCULATED_NIGHTS_NUM_R,ROOM_NIGHTS_R,STATUS_CALCULATION_R,GROUPS_VS_FIT_R,GUEST_COUNTRY_R,GOLDPASSPORT_FLG_R,MEMBER_STATUS_R,PACE_CATEGORY_R,PACE_R,OFFER_FLG_R,PAST_VS_FUTURE_R,REVENUE_R,REVENUE_USD_R,CHANNEL_CODE_R,e_delivereddate_I,e_delivereddate_adj_I,e_status_I,e_hy_gss_tier_I,e_hy_gss_conf_num_I,e_hy_gss_conf_page_I,e_hy_feedback_type_I,e_hy_gss_rate_plan_code_I,e_country_I,e_hy_gss_check_in_by_I,e_hy_gss_check_out_by_I,e_hy_gss_marketing_emails_ok_yn_I,e_hy_gss_promo_emails_ok_yn_I,e_hy_gss_club_access_yn_I,e_hy_gss_gender_I,e_hy_gss_title_text_I,e_hy_gss_language_I,e_hy_gss_room_floor_I,e_hy_gss_check_in_time_text_I,e_hy_gss_check_out_time_text_I,e_hy_gss_check_in_time_I,e_hy_gss_check_out_time_I,e_checkin_I,e_checkout_I,a_last_seen_page_name_I,a_last_submitted_page_name_I,Survey_ID_H,Response_Date_H,Guest_Checkin_Date_H,Guest_Checkout_Date_H,Length_Stay_H,Guest_State_H,Guest_Country_H,Gender_H,Age_Range_H,POV_H,Language_H,DOE_H,Booking_Location_H,Num_Adults_H,Num_Kids_H,Num_Rooms_H,Conf_Num_Orig_H,Conf_Num_H,Conf_Page_H,Rate_Plan_H,Gross_Rev_H,Net_Rev_H,Room_Rev_H,CC_Type_H,Currency_H,Clublounge_Used_H,Spa_Used_H,GDS_Source_H,Checkin_Length_H,Room_Num_H,Room_Type_H,GP_Tier_H,Status_H,Feedback_Type_H,Mobile_First_H,Mobile_H,Likelihood_Recommend_H,Overall_Sat_H,Guest_Room_H,Tranquility_H,Condition_Hotel_H,Customer_SVC_H,Staff_Cared_H,Internet_Sat_H,Check_In_H,F.B_FREQ_H,F.B_Overall_Experience_H,Internet_Dissat_Lobby_H,Internet_Dissat_Slow_H,Internet_Dissat_Expensive_H,Internet_Dissat_Connectivity_H,Internet_Dissat_Billing_H,Internet_Dissat_Wired_H,Internet_Dissat_Other_H,TV_Internet_General_H,Room_Dissat_Internet_H,eff_date_CC,avail_room_cnt_CC,occ_room_cnt_CC,average_daily_rate_CC,Spirit_PL,Property_ID_PL,Hotel.Name.Long_PL,Hotel.Name.Short_PL,Award.Category_PL,Status_PL,City_PL,State_PL,US.Region_PL,Postal.Code_PL,Country_PL,Ops.Region_PL,Sub.Continent_PL,Property.DMA_PL,Property.Latitude_PL,Property.Longitude_PL,Currency_PL,Dom.Int.l_PL,Guest.NPS.Goal_PL,STR.Number_PL,STR.Market_PL,Brand_PL,Brand.Initial_PL,Club.Type_PL,Hotel.Inventory_PL,Floors_PL,Total.Meeting.Space_PL,Union_PL,G.Region_PL,D.Region_PL,Region_PL,Category_PL,Scope.of.Service_PL,Type_PL,Class_PL,Location_PL,Bucket_PL,Relationship_PL,All.Suites_PL,Bell.Staff_PL,Boutique_PL,Business.Center_PL,Casino_PL,Conference_PL,Convention_PL,Dry.Cleaning_PL,Elevators_PL,Fitness.Center_PL,Fitness.Trainer_PL,Golf_PL,Indoor.Corridors_PL,Laundry_PL,Limo.Service_PL,Mini.Bar_PL,Pool.Indoor_PL,Pool.Outdoor_PL,Regency.Grand.Club_PL,Resort_PL,Restaurant_PL,Self.Parking_PL,Shuttle.Service_PL,Ski_PL,Spa_PL,Spa.services.in.fitness.center_PL,Spa.online.booking_PL,Spa.F.B.offering_PL,Valet.Parking_PL,GP_Tier,Sub_Channel_Category,Channel_Category,Booking_Channel,NPS_Type,Stay_Sequence,Stay_Sequence_Brand,Completed_Survey_Sequence,Days_Since_Last_Stay,Days_Until_Next_Stay
80,59947487,PKGS,NON ,RACK,TRANSIENT,H00BC,NREDSEAE1,NREDSEA,203192515,6010,1VWK,Seafront View King,N,34720114,1,CHECKED OUT,02/15/2014,02/21/2014,6,1,2,NA,BUSINESS,0,7735.68,1107.6,15658.19,2241.81,7739.86,1108.04,182.61,26.14,,,1,34720114,1,01/08/2014 0:00,1,02/15/2014,02/22/2014,7,CONFRM,2:00:06,SHARM,01/08/2014 0:00,CLBK,CLUB KING       ,TRANSIENT,PKG1,1,2,1,0,IL,UNITED STATES,0:00,,7,11-May,7,7,Confirmed,FIT,UNITED STATES,GP No,,31-60 Days,38,N,Future,1988.28,1988.28,H00BC,02/23/2014 14:47,02/23/2014 22:47,DELIVERY_BOUNCED,,34720114,1,SGSS,NREDSE,United Kingdom,JMORDYK,MABDELKHALIK,,,N,,,,NA,,,,,02/15/2014,02/21/2014,,,NA,,,,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,,,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,02/15/2014,432,159,100.69,SHARM,3275,Hyatt Regency Sharm El Sheikh,HR Sharm El Sheikh,2,Open,Sharm El Sheikh,,,NA,Egypt,EAME,Northern Africa,,27.978611,34.393333,EGP,International,72,134572,Red Sea Resorts,Hyatt Regency,HR,Regency Club,423,7,11572,No,Jordan/Egypt,EAME & SW Asia,Middle East & Africa,Full Service,FS,Resort,Upper Upscale Class,Resort,0,Managed,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,,N,N,N,,Internet,Electronic Distribution,Internet,,NA,NA,NA,NA,NA
81,59947488,PKGS,NON ,RACK,TRANSIENT,H00BC,NREDSEAE1,NREDSEA,203203454,6009,1VWT,Seafront View Twin,N,34720244,1,CHECKED OUT,02/15/2014,02/21/2014,6,1,2,NA,BUSINESS,0,8296.06,1187.89,9087.86,1301.31,791.8,113.35,0,0,,,1,34720244,1,01/08/2014 0:00,1,02/15/2014,02/22/2014,7,CONFRM,2:03:40,SHARM,01/08/2014 0:00,CLBK,CLUB KING       ,TRANSIENT,PKG1,1,2,1,0,IL,UNITED STATES,0:00,,7,11-May,7,7,Confirmed,FIT,UNITED STATES,GP No,,31-60 Days,38,N,Future,1988.28,1988.28,H00BC,,,,,NA,NA,,,,,,,,,,,,NA,,,,,,,,,NA,,,,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,,,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,02/15/2014,432,159,100.69,SHARM,3275,Hyatt Regency Sharm El Sheikh,HR Sharm El Sheikh,2,Open,Sharm El Sheikh,,,NA,Egypt,EAME,Northern Africa,,27.978611,34.393333,EGP,International,72,134572,Red Sea Resorts,Hyatt Regency,HR,Regency Club,423,7,11572,No,Jordan/Egypt,EAME & SW Asia,Middle East & Africa,Full Service,FS,Resort,Upper Upscale Class,Resort,0,Managed,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,,N,N,N,,Internet,Electronic Distribution,Internet,,NA,NA,NA,NA,NA
82,59947504,WHLS,TOUR,WHOLESALE,TRANSIENT,DIR-SHARM,JETHB  ,JETHB,203408053,8712,KING,Sea View King,N,34722835,1,CHECKED OUT,02/23/2014,03/02/2014,7,1,2,NA,BUSINESS,106,3730.33,533.44,10546.04,1507.7,6815.7,974.22,0,0,,,1,34722835,1,01/08/2014 0:00,1,02/23/2014,03/02/2014,7,CONFRM,3:39:48,SHARM,01/08/2014 0:00,KING,SEA VIEW KING   ,TRANSIENT,WHOL,1,2,NA,106.00*,,INDIA,0:00,,7,11-May,7,7,Confirmed,FIT,INDIA,GP No,,31-60 Days,46,N,Future,774,774,DIR-SHARM,03/04/2014 14:44,03/04/2014 23:44,DELIVERY_BOUNCED,,34722835,1,GSS,JETHB,Belgium,MHAMOUDA,MHAMOUDA,,,N,,,,NA,,,,,02/23/2014,03/02/2014,,,NA,,,,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,,,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,02/23/2014,432,179,100.95,SHARM,3275,Hyatt Regency Sharm El Sheikh,HR Sharm El Sheikh,2,Open,Sharm El Sheikh,,,NA,Egypt,EAME,Northern Africa,,27.978611,34.393333,EGP,International,72,134572,Red Sea Resorts,Hyatt Regency,HR,Regency Club,423,7,11572,No,Jordan/Egypt,EAME & SW Asia,Middle East & Africa,Full Service,FS,Resort,Upper Upscale Class,Resort,0,Managed,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,,N,N,N,,Direct,Hotel,Hotel,,NA,NA,NA,NA,NA
83,59947507,WHLS,TOUR,WHOLESALE,TRANSIENT,DIR-SHARM,LTRHB  ,LTRHB,81398921,2313,KING,Sea View King,N,34723277,1,CHECKED OUT,02/23/2014,03/01/2014,6,1,2,NA,BUSINESS,106,3634.58,519.48,8580.19,1227.01,4945.59,707.48,0,0,,,1,34723277,1,01/08/2014 0:00,1,02/23/2014,03/07/2014,12,CONFRM,4:00:55,SHARM,01/08/2014 0:00,KING,SEA VIEW KING   ,TRANSIENT,WHOL,1,2,NA,106.00*,BW,GERMANY,0:00,,12,29-Dec,12,12,Confirmed,FIT,GERMANY,GP No,,31-60 Days,46,N,Future,1464,1464,DIR-SHARM,03/03/2014 14:40,03/03/2014 23:40,DELIVERY_BOUNCED,,34723277,1,GSS,LTRHB,Switzerland,MABDELKHALIK,BESSAM,,,N,,,,NA,,,,,02/23/2014,03/01/2014,,,NA,,,,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,,,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,02/23/2014,432,179,100.95,SHARM,3275,Hyatt Regency Sharm El Sheikh,HR Sharm El Sheikh,2,Open,Sharm El Sheikh,,,NA,Egypt,EAME,Northern Africa,,27.978611,34.393333,EGP,International,72,134572,Red Sea Resorts,Hyatt Regency,HR,Regency Club,423,7,11572,No,Jordan/Egypt,EAME & SW Asia,Middle East & Africa,Full Service,FS,Resort,Upper Upscale Class,Resort,0,Managed,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,,N,N,N,,Direct,Hotel,Hotel,,NA,NA,NA,NA,NA
84,59947508,HOTL,HOTE,OTHER,TRANSIENT,DIR-SHARM,UKM3B  ,UKM3B,202758978,7011,CLBT,Regency Club Twin,N,34723469,1,CHECKED OUT,02/01/2014,02/08/2014,7,1,2,NA,BUSINESS,31.05,3080.42,440.26,7380.51,1055.03,4300.05,614.74,0,0,,,1,34723469,1,01/08/2014 0:00,1,02/01/2014,02/08/2014,7,CONFRM,4:10:32,SHARM,01/08/2014 0:00,KING,SEA VIEW KING   ,TRANSIENT,HTL1,1,2,NA,31.05,FL,UNITED STATES,0:00,,7,11-May,7,7,Confirmed,FIT,UNITED STATES,GP No,,22-30 Days,24,N,Future,217.35,217.35,DIR-SHARM,02/10/2014 14:18,02/10/2014 22:18,COMPLETED,GOLD,34723469,1,GSS,UKM3B,United Kingdom,ARAMADAN,MHAMOUDA,,,N,,,,NA,,,,,02/01/2014,02/08/2014,Page 27: demographics,Page 27: demographics,21147474,02/11/2014 2:05,02/01/2014,02/08/2014,7,,United Kingdom,Male,26-35,Leisure,English,01/08/2014,,2,NA,1,3472346901,34723469,1,UKM3B,8305.71,8814,3080.45,,EGP,No,No,,24,7011,CLBT,GOLD,COMPLETED,GSS,No,No,10,10,10,10,10,10,10,3,10,NA,NA,No,No,Yes,No,No,No,No,,,02/01/2014,432,172,87.89,SHARM,3275,Hyatt Regency Sharm El Sheikh,HR Sharm El Sheikh,2,Open,Sharm El Sheikh,,,NA,Egypt,EAME,Northern Africa,,27.978611,34.393333,EGP,International,72,134572,Red Sea Resorts,Hyatt Regency,HR,Regency Club,423,7,11572,No,Jordan/Egypt,EAME & SW Asia,Middle East & Africa,Full Service,FS,Resort,Upper Upscale Class,Resort,0,Managed,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,,N,N,N,GOLD,Direct,Hotel,Hotel,Promoter,1,1,1,NA,NA
85,59947530,PKGS,NON ,RACK,TRANSIENT,C0028,NREDSEAE1,NREDSEA,46522885,9401,RGSK,Regency Suite King,N,34793059,1,CHECKED OUT,02/08/2014,02/09/2014,1,1,1,NA,LEISURE,284.04,1554.28,222.67,2699.67,386.95,1145.39,164.09,0,0.17,,,1,34793059,1,01/08/2014 0:00,1,02/08/2014,02/10/2014,2,CONFRM,23:57:03,OMGDS,01/08/2014 0:00,CLBK,CLUB KING       ,TRANSIENT,PKG1,1,1,NA,284.04,,UNITED KINGDOM,0,,2,0-4,2,2,Confirmed,FIT,UNITED KINGDOM,GP Yes,Platinum,31-60 Days,31,N,Future,568.08,568.08,C0028,02/11/2014 14:53,02/11/2014 22:53,DELIVERY_BOUNCED,PLAT,34793059,1,GSS,NREDSE,United Kingdom,MSALAH,MABDELKHALIK,,,N,,,,NA,,,,,02/08/2014,02/09/2014,,,NA,,,,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,,,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,02/08/2014,432,161,97.55,SHARM,3275,Hyatt Regency Sharm El Sheikh,HR Sharm El Sheikh,2,Open,Sharm El Sheikh,,,NA,Egypt,EAME,Northern Africa,,27.978611,34.393333,EGP,International,72,134572,Red Sea Resorts,Hyatt Regency,HR,Regency Club,423,7,11572,No,Jordan/Egypt,EAME & SW Asia,Middle East & Africa,Full Service,FS,Resort,Upper Upscale Class,Resort,0,Managed,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,,N,N,N,Platinum,Hyatt.com,Electronic Distribution,Digital Channels,,9,3,NA,35,15
86,59947542,LOCL,LOCA,OTHER,,DIR-SHARM,NRACKLE1  ,NRACKLE1,35522479,6004,1VWK,Seafront View King,N,34796409,1,CHECKED OUT,02/28/2014,03/07/2014,7,1,2,NA,LEISURE,125.33,3246.32,463.95,6416.8,917.39,3170.43,453.4,0,0,,,1,34796409,1,01/09/2014 0:00,1,02/28/2014,03/07/2014,7,CONFRM,2:17:28,SHARM,01/09/2014 0:00,KING,SEA VIEW KING   ,TRANSIENT,LOCL,1,2,NA,125.33,,EGYPT,0:00,,7,11-May,7,7,Confirmed,FIT,EGYPT,GP Yes,Gold,31-60 Days,50,N,Future,877.31,877.31,DIR-SHARM,03/09/2014 14:48,03/09/2014 14:48,DELIVERED_NO_REMINDER,GOLD,34796409,2,GSS,NRACKL,,MHAMOUDA,ARAMADAN,,,N,,,,NA,,,,,02/28/2014,03/07/2014,,,NA,,,,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,,,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,02/28/2014,432,194,93.35,SHARM,3275,Hyatt Regency Sharm El Sheikh,HR Sharm El Sheikh,2,Open,Sharm El Sheikh,,,NA,Egypt,EAME,Northern Africa,,27.978611,34.393333,EGP,International,72,134572,Red Sea Resorts,Hyatt Regency,HR,Regency Club,423,7,11572,No,Jordan/Egypt,EAME & SW Asia,Middle East & Africa,Full Service,FS,Resort,Upper Upscale Class,Resort,0,Managed,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,,N,N,N,Gold,Direct,Hotel,Hotel,,5,5,NA,392,329
87,59947546,PKGS,NON ,RACK,TRANSIENT,DIR-SHARM,NREDSEAE1,NREDSEA,203188098,5507,TWIN,Sea View Twin,N,34797504,1,CHECKED OUT,02/16/2014,02/21/2014,5,1,2,2,BUSINESS,0,3933.55,563.11,6173.21,883.96,2239.62,320.81,0,0,,,1,34797504,1,01/09/2014 0:00,1,02/16/2014,02/21/2014,5,CONFRM,3:13:58,SHARM,01/09/2014 0:00,KING,SEA VIEW KING   ,TRANSIENT,PKG1,1,2,1,0,,INDIA,18:45,,5,11-May,5,5,Confirmed,FIT,INDIA,GP No,,31-60 Days,38,N,Future,675,675,DIR-SHARM,02/23/2014 14:45,02/23/2014 22:45,DELIVERED_NO_REMINDER,,34797504,1,GSS,NREDSE,United Kingdom,MABDELKHALIK,ARAMADAN,,,N,,,,NA,,,,,02/16/2014,02/21/2014,,,NA,,,,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,,,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,02/16/2014,432,179,106.33,SHARM,3275,Hyatt Regency Sharm El Sheikh,HR Sharm El Sheikh,2,Open,Sharm El Sheikh,,,NA,Egypt,EAME,Northern Africa,,27.978611,34.393333,EGP,International,72,134572,Red Sea Resorts,Hyatt Regency,HR,Regency Club,423,7,11572,No,Jordan/Egypt,EAME & SW Asia,Middle East & Africa,Full Service,FS,Resort,Upper Upscale Class,Resort,0,Managed,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,,N,N,N,,Direct,Hotel,Hotel,,NA,NA,NA,NA,NA
88,59947638,HOTL,HOTE,OTHER,TRANSIENT,DIR-SHARM,UKBB  ,UKBB,203199135,3102,1VWT,Seafront View Twin,N,34882201,1,CHECKED OUT,02/13/2014,02/20/2014,7,1,2,NA,BUSINESS,93.15,5237.9,750,6210.07,889.23,972.11,139.22,0,0,,,1,34882201,1,01/10/2014 0:00,1,02/13/2014,02/20/2014,7,CONFRM,9:02:26,SHARM,01/10/2014 0:00,1VWK,SEA FRONT KING  ,TRANSIENT,HTL1,1,2,NA,93.15,,EGYPT,0:00,,7,11-May,7,7,Confirmed,FIT,EGYPT,GP No,,31-60 Days,34,N,Future,652.05,652.05,DIR-SHARM,02/22/2014 14:46,02/22/2014 22:46,COMPLETED,,34882201,1,SGSS,UKBB,United Kingdom,SNAEEM,ARAMADAN,,,N,,,,NA,,,,,02/13/2014,02/20/2014,Page 4 SGSS,Page 4 SGSS,21595221,02/24/2014 1:31,02/13/2014,02/20/2014,7,,United Kingdom,Male,46-55,Leisure,English,01/10/2014,,2,NA,1,3488220101,34882201,1,UKBB,6618.95,0,5237.94,,EGP,,,,34,3102,1VWT,,COMPLETED,SGSS,No,No,10,10,10,NA,10,10,NA,NA,NA,NA,NA,,,,,,,,,,02/13/2014,432,145,100.36,SHARM,3275,Hyatt Regency Sharm El Sheikh,HR Sharm El Sheikh,2,Open,Sharm El Sheikh,,,NA,Egypt,EAME,Northern Africa,,27.978611,34.393333,EGP,International,72,134572,Red Sea Resorts,Hyatt Regency,HR,Regency Club,423,7,11572,No,Jordan/Egypt,EAME & SW Asia,Middle East & Africa,Full Service,FS,Resort,Upper Upscale Class,Resort,0,Managed,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,,N,N,N,,Direct,Hotel,Hotel,Promoter,NA,NA,NA,NA,NA
89,59947571,PKGS,NON ,RACK,TRANSIENT,DIR-SHARM,UKM3B  ,UKM3B,203559481,1618,TWIN,Sea View Twin,N,34800383,1,CHECKED OUT,02/27/2014,03/06/2014,7,1,2,NA,BUSINESS,0,3864.95,552.24,7596.86,1085.27,3731.87,533,0,0,,,1,34800383,1,01/09/2014 0:00,1,02/27/2014,03/06/2014,7,CONFRM,5:30:32,SHARM,01/09/2014 0:00,KING,SEA VIEW KING   ,TRANSIENT,PKG1,1,2,NA,0,FL,UNITED STATES,0:00,,7,11-May,7,7,Confirmed,FIT,UNITED STATES,GP No,,31-60 Days,49,N,Future,945,945,DIR-SHARM,03/08/2014 14:26,03/08/2014 22:26,DELIVERED_NO_REMINDER,,34800383,1,GSS,UKM3B,United Kingdom,MABDELKHALIK,MHAMOUDA,,,N,,,,NA,,,,,02/27/2014,03/06/2014,,,NA,,,,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,,,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,02/27/2014,432,189,98.09,SHARM,3275,Hyatt Regency Sharm El Sheikh,HR Sharm El Sheikh,2,Open,Sharm El Sheikh,,,NA,Egypt,EAME,Northern Africa,,27.978611,34.393333,EGP,International,72,134572,Red Sea Resorts,Hyatt Regency,HR,Regency Club,423,7,11572,No,Jordan/Egypt,EAME & SW Asia,Middle East & Africa,Full Service,FS,Resort,Upper Upscale Class,Resort,0,Managed,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,,N,N,N,,Direct,Hotel,Hotel,,NA,NA,NA,NA,NA
90,59947584,VOLM,VOLU,VOLUME,TRANSIENT,RES-EURRC,RACKE1,RACK,202737129,8722,KING,Sea View King,N,34816964,1,CHECKED OUT,02/06/2014,02/07/2014,1,1,1,NA,BUSINESS,162,5147.43,737.42,5446.95,780.33,299.51,42.9,0,0,,,1,34816964,1,01/09/2014 0:00,1,02/06/2014,02/07/2014,1,CONFRM,10:51:49,EURRC,01/15/2014 0:00,KING,SEA VIEW KING   ,TRANSIENT,PREF,1,1,NA,162,VA,,14:00,,1,0-4,1,1,Confirmed,FIT,UNITED STATES,GP No,,22-30 Days,28,N,Future,162,162,RES-EURRC,02/09/2014 14:43,02/09/2014 22:43,DELIVERY_BOUNCED,,34816964,2,GSS,RACKE1,United Kingdom,MHAMOUDA,BESSAM,,,N,,,,NA,,,,,02/06/2014,02/07/2014,,,NA,,,,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,,,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,02/06/2014,432,185,104.6,SHARM,3275,Hyatt Regency Sharm El Sheikh,HR Sharm El Sheikh,2,Open,Sharm El Sheikh,,,NA,Egypt,EAME,Northern Africa,,27.978611,34.393333,EGP,International,72,134572,Red Sea Resorts,Hyatt Regency,HR,Regency Club,423,7,11572,No,Jordan/Egypt,EAME & SW Asia,Middle East & Africa,Full Service,FS,Resort,Upper Upscale Class,Resort,0,Managed,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,,N,N,N,,Toll Free Calls,Global Contact Center,Global Contact Center,,NA,NA,NA,NA,NA
91,59947672,PKGS,NON ,RACK,TRANSIENT,DIR-SHARM,NREDSEAE1,NREDSEA,203576493,5415,KING,Sea View King,N,34944051,1,CHECKED OUT,02/25/2014,03/07/2014,10,1,2,NA,BUSINESS,0,6816.4,974.52,17528.63,2506.63,10712.22,1532.05,0,0,,,1,34944051,1,01/11/2014 0:00,1,02/25/2014,03/07/2014,10,CONFRM,8:55:25,SHARM,01/13/2014 0:00,KING,SEA VIEW KING   ,TRANSIENT,PKG1,1,2,NA,0,,EGYPT,0:00,,10,11-May,10,10,Confirmed,FIT,EGYPT,GP No,,31-60 Days,45,N,Future,1350,1350,DIR-SHARM,03/09/2014 14:57,03/09/2014 22:57,COMPLETED,,34944051,1,GSS,NREDSE,United Kingdom,ARAMADAN,MHAMOUDA,,,N,,,,NA,,,,,02/25/2014,03/07/2014,Page 27: demographics,Page 27: demographics,22204423,03/10/2014 5:45,02/25/2014,03/07/2014,10,,United Kingdom,Female,,Leisure,English,01/11/2014,,2,NA,1,3494405101,34944051,1,NREDSE,22699,0,7778.52,,EGP,No,No,,45,5415,KING,,COMPLETED,GSS,No,No,8,8,8,7,8,9,8,2,10,1,9,Yes,No,No,No,No,No,Yes,,,02/25/2014,432,181,94.07,SHARM,3275,Hyatt Regency Sharm El Sheikh,HR Sharm El Sheikh,2,Open,Sharm El Sheikh,,,NA,Egypt,EAME,Northern Africa,,27.978611,34.393333,EGP,International,72,134572,Red Sea Resorts,Hyatt Regency,HR,Regency Club,423,7,11572,No,Jordan/Egypt,EAME & SW Asia,Middle East & Africa,Full Service,FS,Resort,Upper Upscale Class,Resort,0,Managed,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,,N,N,N,,Direct,Hotel,Hotel,Passive,NA,NA,NA,NA,NA
